condition,scenario,planner,k_samples,episodes,successes,success_rate,success_wilson_low,success_wilson_high,final_distance_mean,cost_mean,control_ms_mean,control_ms_p95,collision_mean
gain_0p8,box_swivel,diff_mppi_1,128,30,25,0.8333333333333334,0.6643564949358398,0.9266345762815145,0.25245453333333334,2.0920201,0.8362445,0.8862125000000001,0.0
gain_0p8,box_swivel,diff_mppi_1,256,30,28,0.9333333333333333,0.7867654163738308,0.9815229762087295,0.22780646666666668,1.5551430000000002,0.8742526,0.90728525,0.0
gain_0p8,box_swivel,diff_mppi_1,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.21172576666666665,1.5654099,0.9133890333333333,0.95132765,0.0
gain_0p8,box_swivel,diff_mppi_3,128,30,25,0.8333333333333334,0.6643564949358398,0.9266345762815145,0.24893046666666668,2.0806722333333334,2.3714296666666663,2.5265355,0.0
gain_0p8,box_swivel,diff_mppi_3,256,30,28,0.9333333333333333,0.7867654163738308,0.9815229762087295,0.22835796666666666,1.5383126666666667,2.4238936666666664,2.5349185,0.0
gain_0p8,box_swivel,diff_mppi_3,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.21191506666666668,1.5486139333333333,2.466791333333333,2.5771230000000003,0.0
gain_0p8,box_swivel,mppi,128,30,24,0.8,0.6269430358685175,0.9049489282271013,0.254984,2.127211066666667,0.08092618333333333,0.094737185,0.0
gain_0p8,box_swivel,mppi,256,30,28,0.9333333333333333,0.7867654163738308,0.9815229762087295,0.23065296666666668,1.5989663,0.10468364999999999,0.15029284999999992,0.0
gain_0p8,box_swivel,mppi,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.21498019999999998,1.6116221666666666,0.14724783333333333,0.15531214999999998,0.0
gain_0p8,box_swivel,mppi_hardmodel,128,30,25,0.8333333333333334,0.6643564949358398,0.9266345762815145,0.2342601,1.4901973666666668,0.1331352,0.14466459999999998,0.0
gain_0p8,box_swivel,mppi_hardmodel,256,30,20,0.6666666666666666,0.4878005164454384,0.8076950191632386,0.2239391,1.4261800333333334,0.16869733333333334,0.17562885,0.0
gain_0p8,box_swivel,mppi_hardmodel,512,30,7,0.23333333333333334,0.11792388144489496,0.40928326158122164,0.22348103333333333,1.4925824333333333,0.22228393333333332,0.23088915,0.0
gain_0p8,box_swivel,soppi,128,30,25,0.8333333333333334,0.6643564949358398,0.9266345762815145,0.24667223333333332,2.0153889,0.2639915333333333,0.27161685,0.0
gain_0p8,box_swivel,soppi,256,30,29,0.9666666666666667,0.8332960900859082,0.9940914096183874,0.22159469999999998,1.4510726,0.3635441333333333,0.3679163,0.0
gain_0p8,box_swivel,soppi,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.21540736666666668,1.3913983666666667,0.5828149666666668,0.5923196500000001,0.0
gain_0p8,box_swivel,soppi_fast,128,30,26,0.8666666666666667,0.703186733179637,0.9469034451594526,0.24609833333333334,1.8545760999999998,1.2181583333333335,1.260595,0.0
gain_0p8,box_swivel,soppi_fast,256,30,29,0.9666666666666667,0.8332960900859082,0.9940914096183874,0.22180556666666668,1.3270652,1.3113253333333332,1.3434235,0.0
gain_0p8,box_swivel,soppi_fast,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.21328966666666668,1.2352804999999998,1.5147906666666666,1.543928,0.0
gain_1p2,box_align_contact_arc,diff_mppi_1,128,30,29,0.9666666666666667,0.8332960900859082,0.9940914096183874,0.2952021,2.9673176666666667,0.8623071,0.8918305,0.0
